Code,Year,Share of the population with access to electricity
AFG,2000,4.4
AFG,2001,9.3
AFG,2002,14.1
AFG,2003,19
AFG,2004,23.8
AFG,2005,28.7
AFG,2006,33.5
AFG,2007,38.4
AFG,2008,42.4
AFG,2009,48.3
AFG,2010,42.7
AFG,2011,43.2
AFG,2012,69.1
AFG,2013,68
AFG,2014,89.5
AFG,2015,71.5
AFG,2016,97.7
AFG,2017,97.7
AFG,2018,93.4
AFG,2019,97.7
AFG,2020,97.7
AFG,2021,97.7
AFG,2022,85.3
AFG,2023,85.3
ALB,1990,100
ALB,1991,100
ALB,1992,100
ALB,1993,100
ALB,1994,100
ALB,1995,100
ALB,1996,100
ALB,1997,100
ALB,1998,100
ALB,1999,100
ALB,2000,99.4
ALB,2001,99.4
ALB,2002,99.4
ALB,2003,99.4
ALB,2004,99.4
ALB,2005,99.4
ALB,2006,99.4
ALB,2007,99.4
ALB,2008,100
ALB,2009,99.6
ALB,2010,99.6
ALB,2011,99.7
ALB,2012,99.9
ALB,2013,99.9
ALB,2014,100
ALB,2015,100
ALB,2016,99.9
ALB,2017,99.9
ALB,2018,100
ALB,2019,100
ALB,2020,100
ALB,2021,100
ALB,2022,100
ALB,2023,100
DZA,2000,98.6
DZA,2001,98.6
DZA,2002,98.6
DZA,2003,98.6
DZA,2004,98.6
DZA,2005,98.6
DZA,2006,98.7
DZA,2007,98.7
DZA,2008,99.3
DZA,2009,98.8
DZA,2010,98.9
DZA,2011,99
DZA,2012,98.8
DZA,2013,99.2
DZA,2014,99.3
DZA,2015,99.4
DZA,2016,99.4
DZA,2017,99.5
DZA,2018,99.6
DZA,2019,99.5
DZA,2020,99.7
DZA,2021,99.8
DZA,2022,100
DZA,2023,100
AND,1990,100
AND,1991,100
AND,1992,100
AND,1993,100
AND,1994,100
AND,1995,100
AND,1996,100
AND,1997,100
AND,1998,100
AND,1999,100
AND,2000,100
AND,2001,100
AND,2002,100
AND,2003,100
AND,2004,100
AND,2005,100
AND,2006,100
AND,2007,100
AND,2008,100
AND,2009,100
AND,2010,100
AND,2011,100
AND,2012,100
AND,2013,100
AND,2014,100
AND,2015,100
AND,2016,100
AND,2017,100
AND,2018,100
AND,2019,100
AND,2020,100
AND,2021,100
AND,2022,100
AND,2023,100
AGO,2000,24.2
AGO,2001,20
AGO,2002,26.3
AGO,2003,27.4
AGO,2004,28.4
AGO,2005,29.4
AGO,2006,30.5
AGO,2007,37.5
AGO,2008,38.5
AGO,2009,33.8
AGO,2010,35
AGO,2011,34.6
AGO,2012,37.3
AGO,2013,38.4
AGO,2014,32
AGO,2015,42
AGO,2016,41.8
AGO,2017,42.9
AGO,2018,45.3
AGO,2019,45.6
AGO,2020,47
AGO,2021,48.2
AGO,2022,48.5
AGO,2023,51.1
ATG,1990,95.76305
ATG,1991,95.94065
ATG,1992,96.11813
ATG,1993,96.294945
ATG,1994,96.47039
ATG,1995,96.6438
ATG,1996,96.81448
ATG,1997,96.98177
ATG,1998,97.14498
ATG,1999,97.30335
ATG,2000,97.7
ATG,2001,97.7
ATG,2002,100
ATG,2003,97.9
ATG,2004,97.9
ATG,2005,92.2
ATG,2006,100
ATG,2007,100
ATG,2008,100
ATG,2009,98.5
ATG,2010,98.7
ATG,2011,94.6
ATG,2012,100
ATG,2013,100
ATG,2014,100
ATG,2015,100
ATG,2016,100
ATG,2017,100
ATG,2018,100
ATG,2019,100
ATG,2020,100
ATG,2021,100
ATG,2022,100
ATG,2023,100
ARG,1990,92.1548
ARG,1991,92.49219
ARG,1992,92.82945
ARG,1993,93.166046
ARG,1994,93.501274
ARG,1995,93.834465
ARG,1996,94.16494
ARG,1997,94.49201
ARG,1998,94.815
ARG,1999,95.133156
ARG,2000,95.7
ARG,2001,95.5
ARG,2002,96.1
ARG,2003,96.3
ARG,2004,96.5
ARG,2005,96.7
ARG,2006,97
ARG,2007,97.2
ARG,2008,97.5
ARG,2009,97.8
ARG,2010,98.8
ARG,2011,99
ARG,2012,99.1
ARG,2013,99.3
ARG,2014,100
ARG,2015,99.7
ARG,2016,99.9
ARG,2017,100
ARG,2018,100
ARG,2019,100
ARG,2020,100
ARG,2021,100
ARG,2022,100
ARG,2023,100
ARM,2000,98.9
ARM,2001,100
ARM,2002,98
ARM,2003,99.1
ARM,2004,99.1
ARM,2005,99.8
ARM,2006,99.1
ARM,2007,99.2
ARM,2008,99.2
ARM,2009,99.3
ARM,2010,99.8
ARM,2011,99.5
ARM,2012,99.5
ARM,2013,99.4
ARM,2014,99.7
ARM,2015,100
ARM,2016,99.8
ARM,2017,99.7
ARM,2018,99.9
ARM,2019,100
ARM,2020,100
ARM,2021,100
ARM,2022,100
ARM,2023,100
ABW,1990,100
ABW,1991,99.153656
ABW,1992,99.19713
ABW,1993,99.239914
ABW,1994,100
ABW,1995,100
ABW,1996,100
ABW,1997,100
ABW,1998,100
ABW,1999,100
ABW,2000,91.7
ABW,2001,100
ABW,2002,100
ABW,2003,100
ABW,2004,100
ABW,2005,100
ABW,2006,100
ABW,2007,100
ABW,2008,100
ABW,2009,100
ABW,2010,93.4
ABW,2011,100
ABW,2012,100
ABW,2013,100
ABW,2014,100
ABW,2015,100
ABW,2016,100
ABW,2017,100
ABW,2018,100
ABW,2019,100
ABW,2020,100
ABW,2021,100
ABW,2022,99.9
ABW,2023,100
AUS,1990,100
AUS,1991,100
AUS,1992,100
AUS,1993,100
AUS,1994,100
AUS,1995,100
AUS,1996,100
AUS,1997,100
AUS,1998,100
AUS,1999,100
AUS,2000,100
AUS,2001,100
AUS,2002,100
AUS,2003,100
AUS,2004,100
AUS,2005,100
AUS,2006,100
AUS,2007,100
AUS,2008,100
AUS,2009,100
AUS,2010,100
AUS,2011,100
AUS,2012,100
AUS,2013,100
AUS,2014,100
AUS,2015,100
AUS,2016,100
AUS,2017,100
AUS,2018,100
AUS,2019,100
AUS,2020,100
AUS,2021,100
AUS,2022,100
AUS,2023,100
AUT,1990,100
AUT,1991,100
AUT,1992,100
AUT,1993,100
AUT,1994,100
AUT,1995,100
AUT,1996,100
AUT,1997,100
AUT,1998,100
AUT,1999,100
AUT,2000,100
AUT,2001,100
AUT,2002,100
AUT,2003,100
AUT,2004,100
AUT,2005,100
AUT,2006,100
AUT,2007,100
AUT,2008,100
AUT,2009,100
AUT,2010,100
AUT,2011,100
AUT,2012,100
AUT,2013,100
AUT,2014,100
AUT,2015,100
AUT,2016,100
AUT,2017,100
AUT,2018,100
AUT,2019,100
AUT,2020,100
AUT,2021,100
AUT,2022,100
AUT,2023,100
AZE,1999,97
AZE,2000,98.9
AZE,2001,98.6
AZE,2002,100
AZE,2003,98.8
AZE,2004,99
AZE,2005,99.1
AZE,2006,99.5
AZE,2007,99.5
AZE,2008,99.7
AZE,2009,99.9
AZE,2010,99.9
AZE,2011,99.9
AZE,2012,100
AZE,2013,100
AZE,2014,100
AZE,2015,100
AZE,2016,100
AZE,2017,100
AZE,2018,100
AZE,2019,100
AZE,2020,100
AZE,2021,100
AZE,2022,100
AZE,2023,100
BHS,1990,100
BHS,1991,100
BHS,1992,100
BHS,1993,100
BHS,1994,100
BHS,1995,100
BHS,1996,100
BHS,1997,100
BHS,1998,100
BHS,1999,100
BHS,2000,100
BHS,2001,100
BHS,2002,100
BHS,2003,100
BHS,2004,100
BHS,2005,100
BHS,2006,100
BHS,2007,100
BHS,2008,100
BHS,2009,100
BHS,2010,100
BHS,2011,100
BHS,2012,100
BHS,2013,100
BHS,2014,100
BHS,2015,100
BHS,2016,100
BHS,2017,100
BHS,2018,100
BHS,2019,100
BHS,2020,100
BHS,2021,100
BHS,2022,100
BHS,2023,100
BHR,1990,99.9414
BHR,1991,99.96739
BHR,1992,99.98718
BHR,1993,99.99714
BHR,1994,99.99977
BHR,1995,100
BHR,1996,100
BHR,1997,100
BHR,1998,100
BHR,1999,100
BHR,2000,100
BHR,2001,100
BHR,2002,100
BHR,2003,100
BHR,2004,100
BHR,2005,100
BHR,2006,100
BHR,2007,100
BHR,2008,100
BHR,2009,100
BHR,2010,100
BHR,2011,100
BHR,2012,100
BHR,2013,100
BHR,2014,100
BHR,2015,100
BHR,2016,100
BHR,2017,100
BHR,2018,100
BHR,2019,100
BHR,2020,100
BHR,2021,100
BHR,2022,100
BHR,2023,100
BGD,1991,14.29
BGD,1992,9.905419
BGD,1993,12.71788
BGD,1994,17.8
BGD,1995,18.338045
BGD,1996,21.144386
BGD,1997,22.4
BGD,1998,26.746193
BGD,1999,29.540215
BGD,2000,32
BGD,2001,35
BGD,2002,37.8
BGD,2003,40.5
BGD,2004,40.6
BGD,2005,44.2
BGD,2006,50.5
BGD,2007,46.5
BGD,2008,54.3
BGD,2009,57.1
BGD,2010,55.3
BGD,2011,59.6
BGD,2012,65.5
BGD,2013,61.5
BGD,2014,62.4
BGD,2015,74
BGD,2016,75.9
BGD,2017,88
BGD,2018,86.9
BGD,2019,92.2
BGD,2020,96.2
BGD,2021,99
BGD,2022,99.4
BGD,2023,99.5
BRB,1990,99.98425
BRB,1991,99.99344
BRB,1992,99.99869
BRB,1993,100
BRB,1994,100
BRB,1995,100
BRB,1996,100
BRB,1997,100
BRB,1998,100
BRB,1999,100
BRB,2000,100
BRB,2001,100
BRB,2002,100
BRB,2003,100
BRB,2004,99.9
BRB,2005,99.9
BRB,2006,100
BRB,2007,100
BRB,2008,100
BRB,2009,100
BRB,2010,100
BRB,2011,100
BRB,2012,100
BRB,2013,100
BRB,2014,100
BRB,2015,100
BRB,2016,100
BRB,2017,100
BRB,2018,100
BRB,2019,100
BRB,2020,100
BRB,2021,100
BRB,2022,100
BRB,2023,100
BLR,1990,100
BLR,1991,100
BLR,1992,100
BLR,1993,100
BLR,1994,100
BLR,1995,100
BLR,1996,100
BLR,1997,100
BLR,1998,100
BLR,1999,100
BLR,2000,89
BLR,2001,89.5
BLR,2002,90
BLR,2003,90.5
BLR,2004,91
BLR,2005,91.5
BLR,2006,92.1
BLR,2007,92.6
BLR,2008,93.2
BLR,2009,93.8
BLR,2010,94.4
BLR,2011,95
BLR,2012,95.6
BLR,2013,96.2
BLR,2014,96.8
BLR,2015,97.4
BLR,2016,98
BLR,2017,98.7
BLR,2018,99.3
BLR,2019,100
BLR,2020,100
BLR,2021,100
BLR,2022,100
BLR,2023,100
BEL,1990,100
BEL,1991,100
BEL,1992,100
BEL,1993,100
BEL,1994,100
BEL,1995,100
BEL,1996,100
BEL,1997,100
BEL,1998,100
BEL,1999,100
BEL,2000,100
BEL,2001,100
BEL,2002,100
BEL,2003,100
BEL,2004,100
BEL,2005,100
BEL,2006,100
BEL,2007,100
BEL,2008,100
BEL,2009,100
BEL,2010,100
BEL,2011,100
BEL,2012,100
BEL,2013,100
BEL,2014,100
BEL,2015,100
BEL,2016,100
BEL,2017,100
BEL,2018,100
BEL,2019,100
BEL,2020,100
BEL,2021,100
BEL,2022,100
BEL,2023,100
BLZ,1991,67
BLZ,1992,72.224915
BLZ,1993,73.12333
BLZ,1994,74.020386
BLZ,1995,74.9154
BLZ,1996,75.80769
BLZ,1997,76.69659
BLZ,1998,77.581406
BLZ,1999,78.46138
BLZ,2000,79
BLZ,2001,80.2
BLZ,2002,81
BLZ,2003,81.8
BLZ,2004,82.6
BLZ,2005,83.5
BLZ,2006,91
BLZ,2007,85.2
BLZ,2008,86.1
BLZ,2009,86.9
BLZ,2010,89.9
BLZ,2011,91.7
BLZ,2012,90.9
BLZ,2013,91.1
BLZ,2014,91.5
BLZ,2015,91.8
BLZ,2016,93.3
BLZ,2017,94.2
BLZ,2018,91.7
BLZ,2019,92.7
BLZ,2020,96.8
BLZ,2021,97.7
BLZ,2022,98.6
BLZ,2023,99.6
BEN,1996,14.5
BEN,1997,18.589626
BEN,1998,19.578255
BEN,1999,20.562042
BEN,2000,21.5
BEN,2001,21.9
BEN,2002,23.4
BEN,2003,24.3
BEN,2004,25.2
BEN,2005,26.1
BEN,2006,27.9
BEN,2007,28
BEN,2008,29
BEN,2009,30
BEN,2010,34.2
BEN,2011,36.9
BEN,2012,38.4
BEN,2013,34.7
BEN,2014,34.1
BEN,2015,29.6
BEN,2016,37
BEN,2017,34.5
BEN,2018,39
BEN,2019,40
BEN,2020,41
BEN,2021,42
BEN,2022,56.5
BEN,2023,57
BMU,1990,100
BMU,1991,100
BMU,1992,100
BMU,1993,100
BMU,1994,100
BMU,1995,100
BMU,1996,100
BMU,1997,100
BMU,1998,100
BMU,1999,100
BMU,2000,100
BMU,2001,100
BMU,2002,100
BMU,2003,100
BMU,2004,100
BMU,2005,100
BMU,2006,100
BMU,2007,100
BMU,2008,100
BMU,2009,100
BMU,2010,100
BMU,2011,100
BMU,2012,100
BMU,2013,100
BMU,2014,100
BMU,2015,100
BMU,2016,100
BMU,2017,100
BMU,2018,100
BMU,2019,100
BMU,2020,100
BMU,2021,100
BMU,2022,100
BMU,2023,100
BTN,2000,31.2
BTN,2001,40.2
BTN,2002,44.1
BTN,2003,41.1
BTN,2004,51.9
BTN,2005,59.8
BTN,2006,59.7
BTN,2007,71.8
BTN,2008,67.6
BTN,2009,71.5
BTN,2010,73.3
BTN,2011,81.8
BTN,2012,91.5
BTN,2013,87.4
BTN,2014,91.4
BTN,2015,95.4
BTN,2016,99.3
BTN,2017,97.7
BTN,2018,100
BTN,2019,100
BTN,2020,100
BTN,2021,100
BTN,2022,100
BTN,2023,100
BOL,1992,60.0279
BOL,1993,61.38403
BOL,1994,64.1
BOL,1995,64.09153
BOL,1996,71
BOL,1997,67.33043
BOL,1998,71.2
BOL,1999,70.929886
BOL,2000,70
BOL,2001,69.3
BOL,2002,64
BOL,2003,72.3
BOL,2004,75.9
BOL,2005,68.3
BOL,2006,76.2
BOL,2007,80.2
BOL,2008,84.7
BOL,2009,86.8
BOL,2010,88
BOL,2011,88.3
BOL,2012,90.4
BOL,2013,89.5
BOL,2014,90
BOL,2015,91.5
BOL,2016,91.8
BOL,2017,91.8
BOL,2018,92.8
BOL,2019,95.1
BOL,2020,97.2
BOL,2021,98.6
BOL,2022,99.9
BOL,2023,99.8
BIH,1990,100
BIH,1991,100
BIH,1992,100
BIH,1993,100
BIH,1994,100
BIH,1995,100
BIH,1996,100
BIH,1997,100
BIH,1998,100
BIH,1999,100
BIH,2000,99
BIH,2001,99.4
BIH,2002,98.5
BIH,2003,99
BIH,2004,99.1
BIH,2005,99.1
BIH,2006,99.4
BIH,2007,99.7
BIH,2008,99.3
BIH,2009,99.4
BIH,2010,99.5
BIH,2011,99.7
BIH,2012,99.7
BIH,2013,99.5
BIH,2014,99.9
BIH,2015,99.7
BIH,2016,100
BIH,2017,100
BIH,2018,100
BIH,2019,100
BIH,2020,100
BIH,2021,100
BIH,2022,100
BIH,2023,100
BWA,1991,10.1
BWA,1992,9.398227
BWA,1993,11.6420765
BWA,1994,13.884566
BWA,1995,16.125017
BWA,1996,18.362747
BWA,1997,20.597078
BWA,1998,22.82733
BWA,1999,25.05274
BWA,2000,26.5
BWA,2001,24.8
BWA,2002,27
BWA,2003,33.1
BWA,2004,35.3
BWA,2005,37.5
BWA,2006,39.7
BWA,2007,41.9
BWA,2008,44.5
BWA,2009,43.4
BWA,2010,52
BWA,2011,53.2
BWA,2012,56
BWA,2013,58
BWA,2014,60
BWA,2015,62.1
BWA,2016,64.2
BWA,2017,67.4
BWA,2018,68.3
BWA,2019,70.1
BWA,2020,71.8
BWA,2021,73.7
BWA,2022,75.9
BWA,2023,76
BRA,1990,87.47511
BRA,1991,90.606544
BRA,1992,88.80383
BRA,1993,89.99992
BRA,1994,91.88373
BRA,1995,91.7286
BRA,1996,92.867096
BRA,1997,93.35414
BRA,1998,94.19381
BRA,1999,94.76296
BRA,2000,94.4
BRA,2001,96
BRA,2002,96.7
BRA,2003,97
BRA,2004,96.8
BRA,2005,97.1
BRA,2006,97.6
BRA,2007,98.1
BRA,2008,98.5
BRA,2009,98.9
BRA,2010,98.6
BRA,2011,99.3
BRA,2012,99.5
BRA,2013,99.6
BRA,2014,99.7
BRA,2015,99.7
BRA,2016,99.7
BRA,2017,99.8
BRA,2018,99.7
BRA,2019,99.8
BRA,2020,99.7
BRA,2021,99.5
BRA,2022,100
BRA,2023,99.8
VGB,1990,94.60656
VGB,1991,94.82474
VGB,1992,95.0428
VGB,1993,95.26019
VGB,1994,95.47622
VGB,1995,95.6902
VGB,1996,95.901474
VGB,1997,96.10934
VGB,1998,96.313126
VGB,1999,96.51208
VGB,2000,97.1
VGB,2001,97.2
VGB,2002,97.3
VGB,2003,97.4
VGB,2004,97.5
VGB,2005,97.6
VGB,2006,97.8
VGB,2007,97.9
VGB,2008,98.1
VGB,2009,98.3
VGB,2010,98.3
VGB,2011,98.7
VGB,2012,98.9
VGB,2013,99.1
VGB,2014,99.2
VGB,2015,100
VGB,2016,100
VGB,2017,100
VGB,2018,100
VGB,2019,100
VGB,2020,100
VGB,2021,100
VGB,2022,100
VGB,2023,100
BRN,1990,100
BRN,1991,100
BRN,1992,100
BRN,1993,100
BRN,1994,100
BRN,1995,100
BRN,1996,100
BRN,1997,100
BRN,1998,100
BRN,1999,100
BRN,2000,100
BRN,2001,100
BRN,2002,100
BRN,2003,100
BRN,2004,100
BRN,2005,100
BRN,2006,100
BRN,2007,100
BRN,2008,100
BRN,2009,100
BRN,2010,100
BRN,2011,100
BRN,2012,100
BRN,2013,100
BRN,2014,100
BRN,2015,100
BRN,2016,100
BRN,2017,100
BRN,2018,100
BRN,2019,100
BRN,2020,100
BRN,2021,100
BRN,2022,100
BRN,2023,100
BGR,1990,100
BGR,1991,100
BGR,1992,100
BGR,1993,100
BGR,1994,100
BGR,1995,100
BGR,1996,100
BGR,1997,100
BGR,1998,100
BGR,1999,100
BGR,2000,88.1
BGR,2001,88.6
BGR,2002,89.1
BGR,2003,89.6
BGR,2004,90.1
BGR,2005,90.6
BGR,2006,91.2
BGR,2007,91.7
BGR,2008,92.3
BGR,2009,92.9
BGR,2010,93.5
BGR,2011,94.1
BGR,2012,94.7
BGR,2013,95.3
BGR,2014,95.9
BGR,2015,96.6
BGR,2016,97.3
BGR,2017,98.1
BGR,2018,98.7
BGR,2019,99.2
BGR,2020,99.7
BGR,2021,99.8
BGR,2022,100
BGR,2023,100
BFA,1993,6.1
BFA,1994,6.12501
BFA,1995,6.625333
BFA,1996,7.1229362
BFA,1997,7.61714
BFA,1998,8.1072645
BFA,1999,6.9
BFA,2000,9.1
BFA,2001,9.5
BFA,2002,9.9
BFA,2003,11.4
BFA,2004,10.7
BFA,2005,11.1
BFA,2006,11.6
BFA,2007,12
BFA,2008,12.5
BFA,2009,12.6
BFA,2010,13.1
BFA,2011,14.8
BFA,2012,15.1
BFA,2013,15.4
BFA,2014,19.2
BFA,2015,16.2
BFA,2016,16.6
BFA,2017,17
BFA,2018,14.4
BFA,2019,17.6
BFA,2020,18.5
BFA,2021,19
BFA,2022,19.5
BFA,2023,21.7
BDI,1998,3.9
BDI,1999,2.0709493
BDI,2000,2.5
BDI,2001,2.8
BDI,2002,3.1
BDI,2003,3.4
BDI,2004,3.7
BDI,2005,3.2
BDI,2006,2.7
BDI,2007,4.7
BDI,2008,4.8
BDI,2009,5.4
BDI,2010,5.3
BDI,2011,6.2
BDI,2012,6.5
BDI,2013,6.9
BDI,2014,7
BDI,2015,7.9
BDI,2016,8.5
BDI,2017,9.3
BDI,2018,9.5
BDI,2019,9.8
BDI,2020,9.1
BDI,2021,10.2
BDI,2022,10.3
BDI,2023,11.6
KHM,1998,18.67
KHM,1999,8.820037
KHM,2000,16.6
KHM,2001,9.5
KHM,2002,13.1
KHM,2003,19.3
KHM,2004,14.2
KHM,2005,20.5
KHM,2006,27.5
KHM,2007,20.2
KHM,2008,26.4
KHM,2009,25.6
KHM,2010,31.1
KHM,2011,37.4
KHM,2012,42.3
KHM,2013,50.9
KHM,2014,56.1
KHM,2015,62.7
KHM,2016,68.8
KHM,2017,89.1
KHM,2018,80.7
KHM,2019,84
KHM,2020,86.4
KHM,2021,82.5
KHM,2022,92.3
KHM,2023,95
CMR,1991,29
CMR,1992,32.697525
CMR,1993,33.849194
CMR,1994,34.999504
CMR,1995,36.147774
CMR,1996,37.293324
CMR,1997,38.435474
CMR,1998,40.7
CMR,1999,40.706776
CMR,2000,41
CMR,2001,46.2
CMR,2002,44
CMR,2003,45.1
CMR,2004,47.1
CMR,2005,47.2
CMR,2006,49
CMR,2007,48.2
CMR,2008,50.6
CMR,2009,51.7
CMR,2010,52.8
CMR,2011,53.7
CMR,2012,55.2
CMR,2013,56.3
CMR,2014,56.8
CMR,2015,58.6
CMR,2016,59.8
CMR,2017,60.9
CMR,2018,62.2
CMR,2019,63.2
CMR,2020,64.3
CMR,2021,65.4
CMR,2022,71
CMR,2023,72
CAN,1990,100
CAN,1991,100
CAN,1992,100
CAN,1993,100
CAN,1994,100
CAN,1995,100
CAN,1996,100
CAN,1997,100
CAN,1998,100
CAN,1999,100
CAN,2000,100
CAN,2001,100
CAN,2002,100
CAN,2003,100
CAN,2004,100
CAN,2005,100
CAN,2006,100
CAN,2007,100
CAN,2008,100
CAN,2009,100
CAN,2010,100
CAN,2011,100
CAN,2012,100
CAN,2013,100
CAN,2014,100
CAN,2015,100
CAN,2016,100
CAN,2017,100
CAN,2018,100
CAN,2019,100
CAN,2020,100
CAN,2021,100
CAN,2022,100
CAN,2023,100
CPV,2000,58.6
CPV,2001,60.3
CPV,2002,58.6
CPV,2003,63.7
CPV,2004,65.4
CPV,2005,67
CPV,2006,68.8
CPV,2007,70.5
CPV,2008,72.3
CPV,2009,74.1
CPV,2010,81.1
CPV,2011,82.3
CPV,2012,83.2
CPV,2013,84.3
CPV,2014,85.3
CPV,2015,86.4
CPV,2016,87.5
CPV,2017,88.6
CPV,2018,90.2
CPV,2019,91.4
CPV,2020,93.7
CPV,2021,95.5
CPV,2022,97.1
CPV,2023,98.6
CYM,1990,99.846924
CYM,1991,99.878815
CYM,1992,99.91024
CYM,1993,100
CYM,1994,100
CYM,1995,100
CYM,1996,100
CYM,1997,100
CYM,1998,100
CYM,1999,100
CYM,2000,100
CYM,2001,100
CYM,2002,100
CYM,2003,100
CYM,2004,100
CYM,2005,100
CYM,2006,100
CYM,2007,100
CYM,2008,100
CYM,2009,100
CYM,2010,100
CYM,2011,100
CYM,2012,100
CYM,2013,100
CYM,2014,100
CYM,2015,100
CYM,2016,100
CYM,2017,100
CYM,2018,100
CYM,2019,100
CYM,2020,100
CYM,2021,100
CYM,2022,100
CYM,2023,100
CAF,1995,3
CAF,1996,3.3349156
CAF,1997,3.8302102
CAF,1998,4.3214254
CAF,1999,4.8077984
CAF,2000,6
CAF,2001,5.7
CAF,2002,6.1
CAF,2003,6.6
CAF,2004,7
CAF,2005,7.4
CAF,2006,7.8
CAF,2007,8.4
CAF,2008,7.5
CAF,2009,9.4
CAF,2010,9.8
CAF,2011,10.4
CAF,2012,11
CAF,2013,11.5
CAF,2014,12
CAF,2015,12.7
CAF,2016,13.4
CAF,2017,14.1
CAF,2018,14.6
CAF,2019,14.3
CAF,2020,15.4
CAF,2021,15.7
CAF,2022,15.7
CAF,2023,17.6
TCD,1997,2.3
TCD,1998,2.4203873
TCD,1999,2.8062134
TCD,2000,3.1
TCD,2001,3.4
TCD,2002,3.8
TCD,2003,4.1
TCD,2004,3.5
TCD,2005,4.8
TCD,2006,5.1
TCD,2007,5.5
TCD,2008,5.9
TCD,2009,6.3
TCD,2010,6.4
TCD,2011,9
TCD,2012,7.8
TCD,2013,8.1
TCD,2014,8.4
TCD,2015,7.7
TCD,2016,9.2
TCD,2017,10.9
TCD,2018,10.1
TCD,2019,8.4
TCD,2020,10.9
TCD,2021,11.3
TCD,2022,11.7
TCD,2023,12
OWID_CIS,1990,100
OWID_CIS,1991,100
OWID_CIS,1992,100
OWID_CIS,1993,100
