Code,Year,Share of the population with access to electricity
OWID_CIS,1994,100
OWID_CIS,1995,100
OWID_CIS,1996,100
OWID_CIS,1997,100
OWID_CIS,1998,100
OWID_CIS,1999,100
OWID_CIS,2000,100
OWID_CIS,2001,100
OWID_CIS,2002,100
OWID_CIS,2003,100
OWID_CIS,2004,100
OWID_CIS,2005,100
OWID_CIS,2006,100
OWID_CIS,2007,100
OWID_CIS,2008,100
OWID_CIS,2009,100
OWID_CIS,2010,100
OWID_CIS,2011,100
OWID_CIS,2012,100
OWID_CIS,2013,100
OWID_CIS,2014,100
OWID_CIS,2015,100
OWID_CIS,2016,100
OWID_CIS,2017,100
OWID_CIS,2018,100
OWID_CIS,2019,100
OWID_CIS,2020,100
OWID_CIS,2021,100
OWID_CIS,2022,100
OWID_CIS,2023,100
CHL,1990,92.25742
CHL,1991,94.781624
CHL,1992,94.56006
CHL,1993,95.27373
CHL,1994,95.518074
CHL,1995,95.76038
CHL,1996,95.61732
CHL,1997,96.23617
CHL,1998,97.24113
CHL,1999,96.69555
CHL,2000,97.9
CHL,2001,97.1
CHL,2002,97.3
CHL,2003,98.8
CHL,2004,97.5
CHL,2005,97.7
CHL,2006,99.4
CHL,2007,98
CHL,2008,98.2
CHL,2009,99.6
CHL,2010,99.5
CHL,2011,99.6
CHL,2012,100
CHL,2013,99.6
CHL,2014,100
CHL,2015,99.7
CHL,2016,100
CHL,2017,99.7
CHL,2018,100
CHL,2019,100
CHL,2020,100
CHL,2021,100
CHL,2022,100
CHL,2023,100
CHN,2000,96.7
CHN,2001,97
CHN,2002,97.2
CHN,2003,97.4
CHN,2004,97.7
CHN,2005,97.9
CHN,2006,98.2
CHN,2007,98.5
CHN,2008,98.8
CHN,2009,99.1
CHN,2010,99.7
CHN,2011,99.9
CHN,2012,99.9
CHN,2013,100
CHN,2014,100
CHN,2015,100
CHN,2016,100
CHN,2017,100
CHN,2018,100
CHN,2019,100
CHN,2020,100
CHN,2021,100
CHN,2022,100
CHN,2023,100
COL,1990,89.9
COL,1991,91.836655
COL,1992,92.13266
COL,1993,92.42799
COL,1994,92.72196
COL,1995,91.2
COL,1996,93.3031
COL,1997,93.58891
COL,1998,93.87064
COL,1999,94.14753
COL,2000,95.2
COL,2001,98.5
COL,2002,94.9
COL,2003,95.1
COL,2004,95.3
COL,2005,96.8
COL,2006,95.7
COL,2007,96
COL,2008,96.8
COL,2009,96.1
COL,2010,96.8
COL,2011,96.7
COL,2012,97
COL,2013,97.8
COL,2014,97.8
COL,2015,98.2
COL,2016,98.4
COL,2017,98.5
COL,2018,98.5
COL,2019,99.4
COL,2020,99.7
COL,2021,100
COL,2022,100
COL,2023,98.7
COM,1996,28.9
COM,1997,32.762413
COM,1998,35.09453
COM,1999,37.421803
COM,2000,39.8
COM,2001,42
COM,2002,44.8
COM,2003,46.5
COM,2004,48.7
COM,2005,51
COM,2006,53.2
COM,2007,55.5
COM,2008,57.8
COM,2009,60.1
COM,2010,69.7
COM,2011,69.3
COM,2012,69.3
COM,2013,69.4
COM,2014,71.8
COM,2015,74.1
COM,2016,76.4
COM,2017,78.7
COM,2018,81
COM,2019,83.3
COM,2020,85.6
COM,2021,87.9
COM,2022,89.9
COM,2023,89.8
COG,2000,29.4
COG,2001,30.3
COG,2002,31.2
COG,2003,32.1
COG,2004,33
COG,2005,33.8
COG,2006,34.9
COG,2007,35.8
COG,2008,36.8
COG,2009,37.1
COG,2010,40
COG,2011,40.8
COG,2012,41.6
COG,2013,42.5
COG,2014,43.4
COG,2015,44.3
COG,2016,45.3
COG,2017,46.2
COG,2018,47
COG,2019,47.7
COG,2020,48.7
COG,2021,49.7
COG,2022,50.6
COG,2023,51.3
CRI,2000,96.9
CRI,2001,98.2
CRI,2002,98.5
CRI,2003,98.7
CRI,2004,99
CRI,2005,99.1
CRI,2006,99.1
CRI,2007,99.2
CRI,2008,99.3
CRI,2009,99.4
CRI,2010,99
CRI,2011,99.2
CRI,2012,99.5
CRI,2013,99.6
CRI,2014,99.4
CRI,2015,99.4
CRI,2016,99.5
CRI,2017,99.6
CRI,2018,99.7
CRI,2019,99.7
CRI,2020,99.9
CRI,2021,100
CRI,2022,100
CRI,2023,100
CIV,1994,36.5
CIV,1995,43.631252
CIV,1996,44.648212
CIV,1997,45.66177
CIV,1998,46.671246
CIV,1999,48.2
CIV,2000,48.7
CIV,2001,49.7
CIV,2002,51.4
CIV,2003,51.5
CIV,2004,52.4
CIV,2005,58.9
CIV,2006,60.2
CIV,2007,55.3
CIV,2008,60.3
CIV,2009,57.3
CIV,2010,58.4
CIV,2011,55.8
CIV,2012,55.8
CIV,2013,61.5
CIV,2014,61.9
CIV,2015,62.6
CIV,2016,64.3
CIV,2017,65.6
CIV,2018,67.1
CIV,2019,68.6
CIV,2020,69.9
CIV,2021,71.1
CIV,2022,72
CIV,2023,72.4
HRV,1990,100
HRV,1991,100
HRV,1992,100
HRV,1993,100
HRV,1994,100
HRV,1995,100
HRV,1996,100
HRV,1997,100
HRV,1998,100
HRV,1999,100
HRV,2000,100
HRV,2001,100
HRV,2002,100
HRV,2003,100
HRV,2004,99.9
HRV,2005,99.9
HRV,2006,99.8
HRV,2007,99.8
HRV,2008,100
HRV,2009,100
HRV,2010,100
HRV,2011,100
HRV,2012,100
HRV,2013,100
HRV,2014,100
HRV,2015,100
HRV,2016,100
HRV,2017,100
HRV,2018,100
HRV,2019,100
HRV,2020,100
HRV,2021,100
HRV,2022,100
HRV,2023,100
CUB,2000,97
CUB,2001,96.2
CUB,2002,95.5
CUB,2003,96.5
CUB,2004,96.6
CUB,2005,96.8
CUB,2006,96.9
CUB,2007,97.1
CUB,2008,97.3
CUB,2009,97.6
CUB,2010,97.8
CUB,2011,98
CUB,2012,98.3
CUB,2013,98.5
CUB,2014,98.7
CUB,2015,99
CUB,2016,99.2
CUB,2017,99.4
CUB,2018,99.6
CUB,2019,99.8
CUB,2020,99.9
CUB,2021,100
CUB,2022,100
CUB,2023,100
CUW,1990,100
CUW,1991,100
CUW,1992,100
CUW,1993,100
CUW,1994,100
CUW,1995,100
CUW,1996,100
CUW,1997,100
CUW,1998,100
CUW,1999,100
CUW,2000,100
CUW,2001,99.9
CUW,2002,99.9
CUW,2003,99.8
CUW,2004,99.8
CUW,2005,99.7
CUW,2006,99.7
CUW,2007,99.7
CUW,2008,99.7
CUW,2009,99.7
CUW,2010,100
CUW,2011,100
CUW,2012,100
CUW,2013,100
CUW,2014,100
CUW,2015,100
CUW,2016,100
CUW,2017,100
CUW,2018,100
CUW,2019,100
CUW,2020,100
CUW,2021,100
CUW,2022,100
CUW,2023,100
CYP,1990,100
CYP,1991,100
CYP,1992,100
CYP,1993,100
CYP,1994,100
CYP,1995,100
CYP,1996,100
CYP,1997,100
CYP,1998,100
CYP,1999,100
CYP,2000,100
CYP,2001,100
CYP,2002,100
CYP,2003,100
CYP,2004,100
CYP,2005,100
CYP,2006,100
CYP,2007,100
CYP,2008,100
CYP,2009,100
CYP,2010,100
CYP,2011,100
CYP,2012,100
CYP,2013,100
CYP,2014,100
CYP,2015,100
CYP,2016,100
CYP,2017,100
CYP,2018,100
CYP,2019,100
CYP,2020,100
CYP,2021,100
CYP,2022,100
CYP,2023,100
CZE,1990,100
CZE,1991,100
CZE,1992,100
CZE,1993,100
CZE,1994,100
CZE,1995,100
CZE,1996,100
CZE,1997,100
CZE,1998,100
CZE,1999,100
CZE,2000,100
CZE,2001,100
CZE,2002,100
CZE,2003,100
CZE,2004,100
CZE,2005,100
CZE,2006,100
CZE,2007,100
CZE,2008,100
CZE,2009,100
CZE,2010,100
CZE,2011,100
CZE,2012,100
CZE,2013,100
CZE,2014,100
CZE,2015,100
CZE,2016,100
CZE,2017,100
CZE,2018,100
CZE,2019,100
CZE,2020,100
CZE,2021,100
CZE,2022,100
CZE,2023,100
COD,2000,6.7
COD,2001,7.1
COD,2002,7.7
COD,2003,8.3
COD,2004,9
COD,2005,6
COD,2006,10.2
COD,2007,15.2
COD,2008,11.6
COD,2009,12.3
COD,2010,13
COD,2011,13.7
COD,2012,15.4
COD,2013,15.2
COD,2014,13.5
COD,2015,16.6
COD,2016,17.3
COD,2017,18
COD,2018,18.7
COD,2019,19.1
COD,2020,20.1
COD,2021,20.8
COD,2022,21.5
COD,2023,22.1
DNK,1990,100
DNK,1991,100
DNK,1992,100
DNK,1993,100
DNK,1994,100
DNK,1995,100
DNK,1996,100
DNK,1997,100
DNK,1998,100
DNK,1999,100
DNK,2000,100
DNK,2001,100
DNK,2002,100
DNK,2003,100
DNK,2004,100
DNK,2005,100
DNK,2006,100
DNK,2007,100
DNK,2008,100
DNK,2009,100
DNK,2010,100
DNK,2011,100
DNK,2012,100
DNK,2013,100
DNK,2014,100
DNK,2015,100
DNK,2016,100
DNK,2017,100
DNK,2018,100
DNK,2019,100
DNK,2020,100
DNK,2021,100
DNK,2022,100
DNK,2023,100
DJI,1996,62
DJI,1997,56.294495
DJI,1998,56.322254
DJI,1999,56.34517
DJI,2000,56
DJI,2001,56.1
DJI,2002,49.7
DJI,2003,56.4
DJI,2004,56.6
DJI,2005,56.8
DJI,2006,55.5
DJI,2007,57.2
DJI,2008,57.4
DJI,2009,57.6
DJI,2010,57.9
DJI,2011,58.1
DJI,2012,54.6
DJI,2013,58.6
DJI,2014,58.9
DJI,2015,59.1
DJI,2016,59.8
DJI,2017,60.2
DJI,2018,62.4
DJI,2019,64.7
DJI,2020,64.5
DJI,2021,65.4
DJI,2022,65
DJI,2023,65.2
DMA,1998,75
DMA,1999,79.62192
DMA,2000,81.1
DMA,2001,82.1
DMA,2002,87.7
DMA,2003,84
DMA,2004,85
DMA,2005,86
DMA,2006,87
DMA,2007,88.1
DMA,2008,90.9
DMA,2009,90.2
DMA,2010,91.3
DMA,2011,90.1
DMA,2012,93.5
DMA,2013,94.6
DMA,2014,95.7
DMA,2015,96.7
DMA,2016,97.8
DMA,2017,98.9
DMA,2018,99.6
DMA,2019,99.9
DMA,2020,100
DMA,2021,100
DMA,2022,100
DMA,2023,100
DOM,1991,78.2
DOM,1992,82.485405
DOM,1993,83.25549
DOM,1994,84.02422
DOM,1995,84.79091
DOM,1996,85.55488
DOM,1997,86.315445
DOM,1998,87.07194
DOM,1999,91
DOM,2000,88.8
DOM,2001,89.8
DOM,2002,89.7
DOM,2003,89.2
DOM,2004,90.3
DOM,2005,90.1
DOM,2006,90.1
DOM,2007,96.9
DOM,2008,97.6
DOM,2009,97.9
DOM,2010,98.1
DOM,2011,97.9
DOM,2012,97.9
DOM,2013,98.4
DOM,2014,98.5
DOM,2015,98.6
DOM,2016,98.9
DOM,2017,100
DOM,2018,98.9
DOM,2019,99
DOM,2020,100
DOM,2021,98.1
DOM,2022,98.1
DOM,2023,99.6
WB_EAP,2000,92.06181
WB_EAP,2001,92.5438
WB_EAP,2002,92.96486
WB_EAP,2003,93.16296
WB_EAP,2004,93.95632
WB_EAP,2005,93.57515
WB_EAP,2006,94.647156
WB_EAP,2007,94.65454
WB_EAP,2008,95.21108
WB_EAP,2009,94.98333
WB_EAP,2010,95.54683
WB_EAP,2011,96.01894
WB_EAP,2012,96.20924
WB_EAP,2013,96.47565
WB_EAP,2014,96.63756
WB_EAP,2015,96.95006
WB_EAP,2016,97.03439
WB_EAP,2017,97.691536
WB_EAP,2018,97.660965
WB_EAP,2019,97.875244
WB_EAP,2020,97.79761
WB_EAP,2021,98.153404
WB_EAP,2022,98.213905
WB_EAP,2023,98.404465
TLS,2000,17.8
TLS,2001,25.6
TLS,2002,24.1
TLS,2003,27.7
TLS,2004,30.4
TLS,2005,33.5
TLS,2006,36.7
TLS,2007,36.6
TLS,2008,43.1
TLS,2009,46.3
TLS,2010,38
TLS,2011,52.7
TLS,2012,56
TLS,2013,59.2
TLS,2014,62.4
TLS,2015,67.3
TLS,2016,76.5
TLS,2017,79.5
TLS,2018,85.2
TLS,2019,90.6
TLS,2020,96
TLS,2021,100
TLS,2022,99.7
TLS,2023,100
ECU,1995,89.83017
ECU,1996,92.05138
ECU,1997,92.42982
ECU,1998,92.72664
ECU,1999,93.071434
ECU,2000,93.7
ECU,2001,94
ECU,2002,94.2
ECU,2003,95
ECU,2004,94.8
ECU,2005,95.8
ECU,2006,96.3
ECU,2007,96.8
ECU,2008,97.2
ECU,2009,96.5
ECU,2010,97.5
ECU,2011,96.9
ECU,2012,97.2
ECU,2013,98
ECU,2014,99
ECU,2015,98.8
ECU,2016,98.7
ECU,2017,99.2
ECU,2018,98.7
ECU,2019,99.1
ECU,2020,98.9
ECU,2021,100
ECU,2022,100
ECU,2023,98.7
EGY,1992,93.4
EGY,1993,95.39224
EGY,1994,95.64854
EGY,1995,95.5
EGY,1996,96.15433
EGY,1997,96.402466
EGY,1998,96.64652
EGY,1999,96.885735
EGY,2000,97.7
EGY,2001,97.4
EGY,2002,97.5
EGY,2003,98.8
EGY,2004,97.8
EGY,2005,99.4
EGY,2006,99
EGY,2007,98.4
EGY,2008,99.8
EGY,2009,98.9
EGY,2010,99.4
EGY,2011,99.4
EGY,2012,99.7
EGY,2013,99.9
EGY,2014,99.8
EGY,2015,99.3
EGY,2016,100
EGY,2017,100
EGY,2018,100
EGY,2019,100
EGY,2020,100
EGY,2021,100
EGY,2022,100
EGY,2023,100
SLV,1991,69.60788
SLV,1992,75.33219
SLV,1993,76.27614
SLV,1994,77.21872
SLV,1995,76.99551
SLV,1996,77.883
SLV,1997,80.03152
SLV,1998,81.637985
SLV,1999,79.12959
SLV,2000,84.5
SLV,2001,87.1
SLV,2002,87.5
SLV,2003,87
SLV,2004,87.4
SLV,2005,87.5
SLV,2006,89.2
SLV,2007,91.1
SLV,2008,91
SLV,2009,91.1
SLV,2010,91.6
SLV,2011,92.6
SLV,2012,93.7
SLV,2013,95
SLV,2014,95.1
SLV,2015,95.4
SLV,2016,96
SLV,2017,96.8
SLV,2018,97
SLV,2019,97.4
SLV,2020,99.7
SLV,2021,97.9
SLV,2022,100
SLV,2023,98.3
GNQ,2000,64.8
GNQ,2001,64.9
GNQ,2002,64.9
GNQ,2003,64.9
GNQ,2004,64.9
GNQ,2005,65
GNQ,2006,65.1
GNQ,2007,65.1
GNQ,2008,65.2
GNQ,2009,65.4
GNQ,2010,66.1
GNQ,2011,66.1
GNQ,2012,65.7
GNQ,2013,65.9
GNQ,2014,66
GNQ,2015,66.1
GNQ,2016,66.2
GNQ,2017,66.4
GNQ,2018,66.5
GNQ,2019,66.6
GNQ,2020,66.7
GNQ,2021,66.8
GNQ,2022,67
GNQ,2023,66.9
ERI,1995,22.9
ERI,1996,24.755447
ERI,1997,25.87461
ERI,1998,26.989695
ERI,1999,28.099936
ERI,2000,29.3
ERI,2001,30.3
ERI,2002,32.2
ERI,2003,32.4
ERI,2004,33.4
ERI,2005,34.5
ERI,2006,35.6
ERI,2007,36.7
ERI,2008,37.8
ERI,2009,38.9
ERI,2010,40.1
ERI,2011,41.2
ERI,2012,42.3
ERI,2013,43.5
ERI,2014,44.6
ERI,2015,45.8
ERI,2016,46.9
ERI,2017,48
ERI,2018,49.1
ERI,2019,50.3
ERI,2020,51.4
ERI,2021,52.5
ERI,2022,53.4
ERI,2023,54.4
EST,1990,100
EST,1991,100
EST,1992,100
EST,1993,100
EST,1994,100
EST,1995,100
EST,1996,100
EST,1997,100
EST,1998,100
EST,1999,100
EST,2000,100
EST,2001,100
EST,2002,100
EST,2003,100
EST,2004,100
EST,2005,100
EST,2006,100
EST,2007,100
EST,2008,100
EST,2009,100
EST,2010,100
EST,2011,100
EST,2012,100
EST,2013,100
EST,2014,100
EST,2015,100
EST,2016,100
EST,2017,100
EST,2018,100
EST,2019,100
EST,2020,100
EST,2021,100
EST,2022,100
EST,2023,100
SWZ,2000,20.4
SWZ,2001,26.9
SWZ,2002,25.9
SWZ,2003,28.7
SWZ,2004,31.4
SWZ,2005,34.2
SWZ,2006,35.2
SWZ,2007,39.8
SWZ,2008,42.6
SWZ,2009,38.6
SWZ,2010,45.6
SWZ,2011,51.2
SWZ,2012,54.3
SWZ,2013,57.5
SWZ,2014,65
SWZ,2015,64.1
SWZ,2016,63.4
SWZ,2017,73.5
SWZ,2018,74
SWZ,2019,77
SWZ,2020,80
SWZ,2021,82.9
SWZ,2022,82.3
SWZ,2023,86.4
ETH,2000,12.7
ETH,2001,10.2
ETH,2002,11.9
ETH,2003,13.5
ETH,2004,15.2
ETH,2005,14
ETH,2006,18.6
ETH,2007,20.3
ETH,2008,22
ETH,2009,23.7
ETH,2010,25.5
ETH,2011,23
ETH,2012,29
ETH,2013,30.8
ETH,2014,27.2
ETH,2015,29
ETH,2016,42.9
ETH,2017,44.3
ETH,2018,44.8
ETH,2019,48
ETH,2020,51.1
ETH,2021,54.2
ETH,2022,55.4
ETH,2023,55.4
WB_ECA,1990,100
WB_ECA,1991,100
WB_ECA,1992,100
WB_ECA,1993,100
WB_ECA,1994,100
WB_ECA,1995,99.99776
WB_ECA,1996,99.9706
WB_ECA,1997,99.964584
WB_ECA,1998,99.966774
WB_ECA,1999,99.869354
WB_ECA,2000,99.11531
WB_ECA,2001,99.16555
WB_ECA,2002,99.20394
WB_ECA,2003,99.213036
WB_ECA,2004,99.239006
WB_ECA,2005,99.2799
WB_ECA,2006,99.30136
WB_ECA,2007,99.36308
WB_ECA,2008,99.4081
WB_ECA,2009,99.46617
WB_ECA,2010,99.66544
WB_ECA,2011,99.6639
WB_ECA,2012,99.82819
WB_ECA,2013,99.84952
WB_ECA,2014,99.87614
WB_ECA,2015,99.16778
WB_ECA,2016,99.82899
WB_ECA,2017,99.96415
WB_ECA,2018,99.97079
WB_ECA,2019,99.95345
WB_ECA,2020,99.97603
WB_ECA,2021,99.98819
WB_ECA,2022,99.997734
WB_ECA,2023,100
OWID_EU27,1990,100
OWID_EU27,1991,100
OWID_EU27,1992,100
OWID_EU27,1993,100
OWID_EU27,1994,100
OWID_EU27,1995,100
OWID_EU27,1996,100
OWID_EU27,1997,100
OWID_EU27,1998,100
OWID_EU27,1999,100
OWID_EU27,2000,99.47619
OWID_EU27,2001,99.50504
OWID_EU27,2002,99.53872
OWID_EU27,2003,99.55399
OWID_EU27,2004,99.57583
OWID_EU27,2005,99.59137
OWID_EU27,2006,99.61884
OWID_EU27,2007,99.64641
OWID_EU27,2008,99.68253
OWID_EU27,2009,99.729004
OWID_EU27,2010,99.755394
OWID_EU27,2011,99.78012
OWID_EU27,2012,99.81259
OWID_EU27,2013,99.83812
OWID_EU27,2014,99.8626
OWID_EU27,2015,99.892914
OWID_EU27,2016,99.91827
OWID_EU27,2017,99.97097
OWID_EU27,2018,99.971725
OWID_EU27,2019,99.98816
OWID_EU27,2020,99.995605
OWID_EU27,2021,99.997086
OWID_EU27,2022,100
OWID_EU27,2023,100
FRO,1990,100
FRO,1991,100
FRO,1992,100
FRO,1993,100
FRO,1994,100
FRO,1995,100
FRO,1996,100
FRO,1997,100
FRO,1998,100
FRO,1999,100
FRO,2000,100
FRO,2001,100
FRO,2002,100
FRO,2003,100
FRO,2004,100
FRO,2005,100
FRO,2006,100
FRO,2007,100
FRO,2008,100
FRO,2009,100
FRO,2010,100
FRO,2011,100
FRO,2012,100
FRO,2013,100
FRO,2014,100
FRO,2015,100
FRO,2016,100
FRO,2017,100
FRO,2018,100
FRO,2019,100
FRO,2020,100
FRO,2021,100
FRO,2022,100
FRO,2023,100
FJI,1996,66.9
FJI,1997,71.771515
FJI,1998,73.089584
FJI,1999,74.40282
FJI,2000,76.8
FJI,2001,77.7
FJI,2002,79.6
FJI,2003,80
FJI,2004,80.6
FJI,2005,81.6
FJI,2006,82.6
FJI,2007,88.9
FJI,2008,86.2
FJI,2009,85.6
FJI,2010,92.4
FJI,2011,92.5
FJI,2012,92.6
FJI,2013,91.8
FJI,2014,93
FJI,2015,93.2
FJI,2016,93.4
FJI,2017,96
FJI,2018,95.1
FJI,2019,96.1
FJI,2020,97.1
FJI,2021,92.1
FJI,2022,92
FJI,2023,99.3
FIN,1990,100
FIN,1991,100
FIN,1992,100
FIN,1993,100
FIN,1994,100
FIN,1995,100
FIN,1996,100
FIN,1997,100
FIN,1998,100
FIN,1999,100
FIN,2000,100
FIN,2001,100
FIN,2002,100
FIN,2003,100
FIN,2004,100
FIN,2005,100
FIN,2006,100
FIN,2007,100
FIN,2008,100
FIN,2009,100
FIN,2010,100
FIN,2011,100
FIN,2012,100
FIN,2013,100
FIN,2014,100
FIN,2015,100
FIN,2016,100
FIN,2017,100
FIN,2018,100
FIN,2019,100
FIN,2020,100
FIN,2021,100
FIN,2022,100
FIN,2023,100
FRA,1990,100
FRA,1991,100
FRA,1992,100
FRA,1993,100
FRA,1994,100
FRA,1995,100
FRA,1996,100
FRA,1997,100
FRA,1998,100
FRA,1999,100
FRA,2000,100
FRA,2001,100
FRA,2002,100
FRA,2003,100
FRA,2004,100
FRA,2005,100
FRA,2006,100
FRA,2007,100
FRA,2008,100
FRA,2009,100
FRA,2010,100
FRA,2011,100
FRA,2012,100
FRA,2013,100
FRA,2014,100
FRA,2015,100
FRA,2016,100
FRA,2017,100
FRA,2018,100
FRA,2019,100
FRA,2020,100
FRA,2021,100
FRA,2022,100
FRA,2023,100
PYF,1990,100
PYF,1991,100
PYF,1992,100
PYF,1993,100
PYF,1994,100
PYF,1995,100
PYF,1996,100
PYF,1997,100
PYF,1998,100
PYF,1999,100
PYF,2000,100
PYF,2001,100
PYF,2002,100
PYF,2003,100
PYF,2004,100
PYF,2005,100
PYF,2006,100
PYF,2007,100
PYF,2008,100
PYF,2009,100
PYF,2010,100
PYF,2011,100
PYF,2012,100
PYF,2013,100
PYF,2014,100
PYF,2015,100
PYF,2016,100
PYF,2017,100
PYF,2018,100
PYF,2019,100
PYF,2020,100
PYF,2021,100
PYF,2022,100
PYF,2023,100
GAB,2000,73.6
GAB,2001,77.2
GAB,2002,77.8
GAB,2003,78.5
GAB,2004,79.2
GAB,2005,81.6
GAB,2006,80.5
GAB,2007,81.3
GAB,2008,82
GAB,2009,82.7
GAB,2010,89.3
GAB,2011,88.7
GAB,2012,89.3
GAB,2013,86.4
GAB,2014,87.1
GAB,2015,87.3
GAB,2016,88.1
GAB,2017,86.3
GAB,2018,89.6
GAB,2019,90.3
GAB,2020,91.1
GAB,2021,91.8
GAB,2022,93.5
GAB,2023,94.1
GMB,1993,17.7
GMB,1994,18.25005
GMB,1995,19.921444
GMB,1996,21.590118
GMB,1997,23.255392
GMB,1998,24.916588
GMB,1999,26.57294
GMB,2000,34.3
GMB,2001,29.9
GMB,2002,31.5
GMB,2003,27.8
GMB,2004,34.8
GMB,2005,30.5
GMB,2006,38.1
GMB,2007,39.8
GMB,2008,41.5
GMB,2009,43.2
GMB,2010,46.8
GMB,2011,48.3
GMB,2012,49.9
GMB,2013,51.5
GMB,2014,53
GMB,2015,54.7
GMB,2016,56.4
GMB,2017,56.2
GMB,2018,60.3
GMB,2019,62.1
GMB,2020,62.2
GMB,2021,63.7
GMB,2022,65.4
GMB,2023,66.9
GEO,2000,99.8
GEO,2001,99.8
GEO,2002,99.9
GEO,2003,100
GEO,2004,99.9
GEO,2005,97.9
GEO,2006,100
GEO,2007,100
GEO,2008,100
GEO,2009,100
GEO,2010,100
GEO,2011,100
GEO,2012,100
GEO,2013,100
GEO,2014,100
GEO,2015,100
GEO,2016,100
GEO,2017,100
GEO,2018,99.9
GEO,2019,100
GEO,2020,100
GEO,2021,100
GEO,2022,100
GEO,2023,100
DEU,1990,100
DEU,1991,100
DEU,1992,100
DEU,1993,100
DEU,1994,100
DEU,1995,100
DEU,1996,100
DEU,1997,100
DEU,1998,100
DEU,1999,100
